Perioden	Regio's	Bevolking/Bevolkingssamenstelling op 1 januari/Totale bevolking (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Mannen (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Geslacht/Vrouwen (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/Jonger dan 5 jaar (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/5 tot 10 jaar (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/10 tot 15 jaar (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/15 tot 20 jaar (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/20 tot 25 jaar (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/25 tot 45 jaar (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/45 tot 65 jaar (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/65 tot 80 jaar (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen/80 jaar of ouder (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen. relatief/Jonger dan 5 jaar (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen. relatief/5 tot 10 jaar (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen. relatief/10 tot 15 jaar (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen. relatief/15 tot 20 jaar (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen. relatief/20 tot 25 jaar (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen. relatief/25 tot 45 jaar (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen. relatief/45 tot 65 jaar (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen. relatief/65 tot 80 jaar (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Leeftijdsgroepen. relatief/80 jaar of ouder (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Demografische druk/Totale druk (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Demografische druk/Groene druk (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Leeftijd/Demografische druk/Grijze druk (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Totale bevolking/Ongehuwd (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Totale bevolking/Gehuwd (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Totale bevolking/Gescheiden (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Totale bevolking/Verweduwd (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Inwoners 15 jaar of ouder (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Ongehuwd (in % van  inwoners 15 jaar of ouder)	Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gehuwd (in % van  inwoners 15 jaar of ouder)	Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Gescheiden (in % van  inwoners 15 jaar of ouder)	Bevolking/Bevolkingssamenstelling op 1 januari/Burgerlijke staat/Bevolking 15 jaar of ouder/Verweduwd (in % van  inwoners 15 jaar of ouder)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Nederlandse achtergrond (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Totaal met migratieachtergrond (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Westerse migratieachtergrond (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Niet-westerse migratieachtergrond/Totaal niet-westerse migratieachtergrond (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Niet-westerse migratieachtergrond/Marokko (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Niet-westerse migratieachtergrond/(voormalige) Nederlandse Antillen. Aruba (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Niet-westerse migratieachtergrond/Suriname (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Niet-westerse migratieachtergrond/Turkije (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond/Met migratieachtergrond/Niet-westerse migratieachtergrond/Overig niet-westerse migratieachtergrond (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond. relatief/Nederlandse achtergrond (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond. relatief/Met migratieachtergrond/Totaal met migratieachtergrond (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond. relatief/Met migratieachtergrond/Westerse migratieachtergrond (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond. relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Totaal niet-westerse migratieachtergrond (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond. relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Marokko (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond. relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/(voormalige) Nederlandse Antillen. Aruba (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond. relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Suriname (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond. relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Turkije (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Migratieachtergrond/Migratieachtergrond. relatief/Met migratieachtergrond/Niet-westerse migratieachtergrond/Overig niet-westerse migratieachtergrond (%)	Bevolking/Bevolkingssamenstelling op 1 januari/Stedelijkheidsklasse/Zeer sterk stedelijk (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Stedelijkheidsklasse/Sterk stedelijk (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Stedelijkheidsklasse/Matig stedelijk (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Stedelijkheidsklasse/Weinig stedelijk (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Stedelijkheidsklasse/Niet stedelijk (aantal)	Bevolking/Bevolkingssamenstelling op 1 januari/Bevolkingsdichtheid (aantal inwoners per km²)	Bevolking/Bevolkingsontwikkeling/Geboorte en sterfte/Geboorte (aantal)	Bevolking/Bevolkingsontwikkeling/Geboorte en sterfte/Geboorte. relatief (per 1 000 inwoners)	Bevolking/Bevolkingsontwikkeling/Geboorte en sterfte/Sterfte (aantal)	Bevolking/Bevolkingsontwikkeling/Geboorte en sterfte/Sterfte. relatief (per 1 000 inwoners)	Bevolking/Bevolkingsontwikkeling/Geboorte en sterfte/Geboorteoverschot (aantal)	Bevolking/Bevolkingsontwikkeling/Geboorte en sterfte/Geboorteoverschot. relatief (per 1 000 inwoners)	Bevolking/Bevolkingsontwikkeling/Geboorte en sterfte/Doodsoorzaken/Nieuwvormingen (aantal)	Bevolking/Bevolkingsontwikkeling/Geboorte en sterfte/Doodsoorzaken/Ziekten van hart en vaatstelsel (aantal)	Bevolking/Bevolkingsontwikkeling/Geboorte en sterfte/Doodsoorzaken/Ziekten van ademhalingsstelsel (aantal)	Bevolking/Bevolkingsontwikkeling/Geboorte en sterfte/Doodsoorzaken/Uitwendige doodsoorzaken (aantal)	Bevolking/Bevolkingsontwikkeling/Geboorte en sterfte/Doodsoorzaken/Overige doodsoorzaken (aantal)	Bevolking/Bevolkingsontwikkeling/Verhuizingen/Vestiging uit andere gemeente (aantal)	Bevolking/Bevolkingsontwikkeling/Verhuizingen/Vertrek naar andere gemeente (aantal)	Bevolking/Bevolkingsontwikkeling/Verhuizingen/Binnenlands migratiesaldo (aantal)	Bevolking/Bevolkingsontwikkeling/Verhuizingen/Binnenlands migratiesaldo. relatief (per 1 000 inwoners)	Bevolking/Bevolkingsontwikkeling/Verhuizingen/Verhuismobiliteit. relatief (per 1 000 inwoners)	Bevolking/Bevolkingsontwikkeling/Immigratie en emigratie/Immigratie (aantal)	Bevolking/Bevolkingsontwikkeling/Immigratie en emigratie/Emigratie (aantal)	Bevolking/Bevolkingsontwikkeling/Immigratie en emigratie/Migratiesaldo (aantal)	Bevolking/Bevolkingsontwikkeling/Immigratie en emigratie/Migratiesaldo. relatief (per 1 000 inwoners)	Bevolking/Bevolkingsontwikkeling/Bevolkingsgroei/Inwoners op 31 december (aantal)	Bevolking/Bevolkingsontwikkeling/Bevolkingsgroei/Bevolkingsgroei (aantal)	Bevolking/Bevolkingsontwikkeling/Bevolkingsgroei/Bevolkingsgroei. relatief (per 1 000 inwoners)	Bevolking/Bevolkingsontwikkeling/Bevolkingsgroei/Gemiddeld aantal inwoners (aantal)	Bevolking/Particuliere huishoudens/Particuliere huishoudens/Totaal aantal particuliere huishoudens (aantal)	Bevolking/Particuliere huishoudens/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)	Bevolking/Particuliere huishoudens/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)	Bevolking/Particuliere huishoudens/Particuliere huishoudens/Huishoudens met kinderen (aantal)	Bevolking/Particuliere huishoudens/Particuliere huishoudens. relatief/Eenpersoonshuishoudens (%)	Bevolking/Particuliere huishoudens/Particuliere huishoudens. relatief/Huishoudens zonder kinderen (%)	Bevolking/Particuliere huishoudens/Particuliere huishoudens. relatief/Huishoudens met kinderen (%)	Sociale zekerheid/Uitkeringsontvangers. totaal/Uitkeringsontvangers. totaal (aantal)	Sociale zekerheid/Uitkeringsontvangers. totaal/Tot de AOW- leeftijd (aantal)	Sociale zekerheid/Uitkeringsontvangers. totaal/Vanaf de AOW- leeftijd (aantal)	Sociale zekerheid/Uitkeringsontvangers per soort uitkering/Werkloosheid (aantal)	Sociale zekerheid/Uitkeringsontvangers per soort uitkering/Bijstand en bijstandsgerelateerd/Bijstand(gerelateerd) tot AOW-leeftijd (aantal)	Sociale zekerheid/Uitkeringsontvangers per soort uitkering/Bijstand en bijstandsgerelateerd/Bijstand(gerelateerd) vanaf AOW-leeftijd (aantal)	Sociale zekerheid/Uitkeringsontvangers per soort uitkering/Bijstand en bijstandsgerelateerd/Bijstand tot de AOW-leeftijd (aantal)	Sociale zekerheid/Uitkeringsontvangers per soort uitkering/Arbeidsongeschiktheid/Arbeidsongeschiktheid. totaal (aantal)	Sociale zekerheid/Uitkeringsontvangers per soort uitkering/Arbeidsongeschiktheid/WAO-uitkering (aantal)	Sociale zekerheid/Uitkeringsontvangers per soort uitkering/Arbeidsongeschiktheid/WIA-uitkering: WGA-regeling (aantal)	Sociale zekerheid/Uitkeringsontvangers per soort uitkering/Arbeidsongeschiktheid/Wajong-uitkering (aantal)	Sociale zekerheid/Uitkeringsontvangers per soort uitkering/AOW (aantal)
2018	Emmen	107216																																																																																																			
2007	Enkhuizen	17826	8844	8982	995	1008	1155	1095	1001	5020	5066	1843	643	5.6	5.7	6.5	6.1	5.6	28.2	28.4	10.3	3.6	60.8	38.4	22.4	7976	7669	1243	938	14668	32.8	52.3	8.5	6.4	15534	2292	1144	1148	128	47	106	379	488	87.1	12.9	6.4	6.4	0.7	0.3	0.6	2.1	2.7	0	4730	9110	3660	320	1438	202	11.3	148	8.3	54	3	54	39	15	3	37	660	754	-94	-5.3	104.1	90	80	10	0.6	17804	-22	-1.2	17815	7832	2630	2456	2746	33.6	31.4	35.1	1590	1560	20	190	200	20	200	1220	880	50	220	
2008	Enkhuizen	17804	8854	8950	996	1010	1110	1115	973	4936	5131	1893	640	5.6	5.7	6.2	6.3	5.5	27.7	28.8	10.6	3.6	61.3	38.3	22.9	7938	7678	1272	916	14688	32.8	52.3	8.7	6.2	15476	2328	1175	1153	134	47	111	374	487	86.9	13.1	6.6	6.5	0.8	0.3	0.6	2.1	2.7	0	4700	9070	3820	220	1436	221	12.3	141	7.9	80	4.5	41	33	9	9	49	846	680	166	9.2	109.4	152	105	47	2.6	18104	300	16.9	17954	7876	2683	2470	2723	34.1	31.4	34.6	1550	1520	30	170	190	20	180	1200	840	60	240	
2009	Enkhuizen	18104	9020	9084	1031	1032	1094	1138	972	4955	5240	2000	642	5.7	5.7	6	6.3	5.4	27.4	28.9	11	3.5	62.1	38.5	23.7	8117	7741	1320	926	14947	33.2	51.8	8.8	6.2	15683	2421	1247	1174	140	48	107	367	512	86.6	13.4	6.9	6.5	0.8	0.3	0.6	2	2.8	0	5830	9060	2980	230	1460	208	11.5	139	7.7	69	3.8	33	42	16	5	43	654	721	-67	-3.7	91.1	127	88	39	2.1	18153	49	2.7	18128.5	8053	2744	2544	2765	34.1	31.6	34.3	1710	1690	20	280	230	20	210	1220	790	80	280	
2010	Enkhuizen	18153	9080	9073	1046	1014	1040	1203	944	4860	5314	2074	658	5.8	5.6	5.7	6.6	5.2	26.8	29.3	11.4	3.6	63.3	38.7	24.6	8046	7696	1489	922	15053	32.9	51.1	9.9	6.1	15666	2487	1303	1184	142	47	110	366	519	86.3	13.7	7.2	6.5	0.8	0.3	0.6	2	2.9	0	5820	9130	2970	230	1464	207	11.4	140	7.7	67	3.7	55	29	8	7	41	575	642	-67	-3.7	81.4	121	100	21	1.2	18173	20	1.1	18163	8091	2790	2531	2770	34.5	31.3	34.2	1740	1720	20	270	250	20	230	1230	740	100	310	
2016	Enkhuizen	18455	9308	9147	945	1055	997	1026	997	4510	5339	2816	770	5.1	5.7	5.4	5.6	5.4	24.4	28.9	15.3	4.2	70.2	37.1	33.1	8235	7597	1676	947	15458	33.9	49.1	10.8	6.1	15632	2823	1623	1200	129	49	110	344	568	84.7	15.3	8.8	6.5	0.7	0.3	0.6	1.9	3.1	0	7390	9370	1490	210	1455	181	9.8	158	8.6	23	1.2	46	47	12	3	50	772	814	-42	-2.3	102.4	157	115	42	2.3	18479	24	1.3	18467	8459	3057	2624	2778	36.1	31	32.8	5530	1930	3590	410	410	30	380	1160	430	240	370	3590
2017	Enkhuizen	18479	9294	9185	930	1052	997	1024	1002	4430	5320	2928	796	5	5.7	5.4	5.5	5.4	24	28.8	15.8	4.3	71.9	37.2	34.6	8222	7572	1705	980	15500	33.8	48.9	11	6.3	15596	2883	1615	1268	128	53	107	353	627	84.4	15.6	8.7	6.9	0.7	0.3	0.6	1.9	3.4	0	7350	9930	990	220	1457																									8506	3086	2632	2788	36.3	30.9	32.8												
2018	Enkhuizen	18475																																																																																																			
2007	Enschede	154476	78530	75946	8693	8703	8539	9783	13438	46224	37488	16194	5414	5.6	5.6	5.5	6.3	8.7	29.9	24.3	10.5	3.5	59	36.8	22.2	76054	59596	10000	8826	128541	39	46.4	7.8	6.9	113294	41182	19131	22051	2176	834	1896	8804	8341	73.3	26.7	12.4	14.3	1.4	0.5	1.2	5.7	5.4	38150	57900	30160	19950	8320	1096	1764	11.4	1316	8.5	448	2.9	377	391	155	54	339	5404	5335	69	0.4	127.5	1763	2045	-282	-1.8	154753	277	1.8	154614.5	74186	31559	20720	21907	42.5	27.9	29.5	18290	17630	660	2490	5850	630	5480	9770	6550	270	2540	
2008	Enschede	154753	78633	76120	8673	8699	8534	9781	13399	45584	38051	16534	5498	5.6	5.6	5.5	6.3	8.7	29.5	24.6	10.7	3.6	59.5	36.8	22.7	76607	59222	10208	8716	128847	39.3	46	7.9	6.8	113331	41422	19156	22266	2180	842	1908	8867	8469	73.2	26.8	12.4	14.4	1.4	0.5	1.2	5.7	5.5	40540	56130	32060	17690	8340	1098	1737	11.2	1344	8.6	393	2.5	413	390	169	55	317	5490	5273	217	1.4	131.2	2149	1487	662	4.3	156071	1318	8.5	155412	74597	31892	20766	21939	42.8	27.8	29.4	18090	17340	750	2380	5650	720	5220	9690	6150	420	2690	
2009	Enschede	156071	79375	76696	8581	8804	8457	9772	13842	45643	38503	16852	5617	5.5	5.6	5.4	6.3	8.9	29.2	24.7	10.8	3.6	59.3	36.3	22.9	77963	58932	10536	8640	130229	40	45.3	8.1	6.6	113607	42464	19673	22791	2148	879	1904	8955	8905	72.8	27.2	12.6	14.6	1.4	0.6	1.2	5.7	5.7	41570	57310	32120	16710	8360	1107	1788	11.4	1342	8.6	446	2.8	376	412	164	57	333	5194	4933	261	1.7	120.2	2240	2013	227	1.4	157052	981	6.3	156561.5	75783	32781	20982	22020	43.3	27.7	29.1	20100	19290	810	3440	6590	790	6020	9670	5750	560	2900	
2010	Enschede	157052	79838	77214	8631	8729	8499	9861	13910	45579	38880	17171	5792	5.5	5.6	5.4	6.3	8.9	29	24.8	10.9	3.7	59.7	36.3	23.3	78496	58505	11405	8646	131193	40.1	44.6	8.7	6.6	113890	43162	19954	23208	2121	907	1933	9000	9247	72.5	27.5	12.7	14.8	1.4	0.6	1.2	5.7	5.9	43580	55680	32280	16860	8650	1114	1788	11.4	1309	8.3	479	3	424	373	145	43	324	4971	5062	-91	-0.6	116.7	2406	1998	408	2.6	157838	786	5	157445	76571	33475	20949	22147	43.7	27.4	28.9	20090	19240	850	3230	6810	850	6200	9580	5310	740	3020	
2016	Enschede	158351	80419	77932	7961	8443	8453	10052	14218	42220	40175	20448	6381	5	5.3	5.3	6.3	9	26.7	25.4	12.9	4	63.9	36.1	27.8	81780	55718	12596	8257	133494	42.6	41.7	9.4	6.2	113631	44720	19747	24973	2037	1017	1976	8823	11120	71.8	28.2	12.5	15.8	1.3	0.6	1.2	5.6	7	48220	58980	24910	17240	8990	1123	1529	9.7	1466	9.3	63	0.4	451	407	129	88	391	5801	6146	-345	-2.2	125.4	2609	2528	81	0.5	158140	-211	-1.3	158245.5	77027	33939	20311	22777	44.1	26.4	29.6	47400	21050	26360	3490	8530	970	7830	9430	3130	1710	3460	26260
2017	Enschede	158140	80488	77652	7728	8343	8415	10010	14234	41551	40648	20713	6498	4.9	5.3	5.3	6.3	9	26.3	25.7	13.1	4.1	64	35.8	28.2	81972	55157	12776	8235	133654	43	41.3	9.6	6.2	112923	45217	19659	25558	2047	1031	1990	8738	11752	71.4	28.6	12.4	16.2	1.3	0.7	1.3	5.5	7.4	49820	57180	24930	17120	9090	1122																									77572	34795	20133	22644	44.9	26	29.2												
2018	Enschede	158276																																																																																																			
2007	Epe	32989	16226	16763	1733	2030	1989	1879	1562	8022	9733	4497	1544	5.3	6.2	6	5.7	4.7	24.3	29.5	13.6	4.7	70.8	39.5	31.3	13053	16282	1416	2238	27237	26.8	59.8	5.2	8.2	29414	3575	2056	1519	58	89	66	939	367	89.2	10.8	6.2	4.6	0.2	0.3	0.2	2.8	1.1	0	0	4500	17850	10640	211	292	8.9	319	9.7	-27	-0.8	101	105	31	8	74	1046	1008	38	1.2	85	87	118	-31	-0.9	32970	-19	-0.6	32979.5	13384	3615	4628	5141	27	34.6	38.4	2270	2220	60	330	270	50	240	1680	1190	30	340	
2008	Epe	32970	16213	16757	1670	2059	1986	1877	1541	7803	9836	4616	1582	5.1	6.2	6	5.7	4.7	23.7	29.8	14	4.8	71.9	39.6	32.3	13079	16223	1430	2238	27255	27	59.5	5.2	8.2	29362	3608	2074	1534	59	83	62	952	378	89.1	10.9	6.3	4.7	0.2	0.3	0.2	2.9	1.1	0	0	4470	17890	10620	211	306	9.3	317	9.6	-11	-0.3	87	105	36	8	81	1097	1105	-8	-0.2	78.3	93	95	-2	-0.1	32954	-16	-0.5	32962	13554	3778	4665	5111	27.9	34.4	37.7	2260	2190	70	290	300	60	270	1660	1130	60	360	
2009	Epe	32954	16215	16739	1604	2005	2053	1896	1589	7587	9910	4704	1606	4.9	6.1	6.2	5.8	4.8	23	30.1	14.3	4.9	72.7	39.6	33.1	13172	16094	1467	2221	27292	27.5	59	5.4	8.1	29346	3608	2076	1532	60	86	63	941	382	89.1	10.9	6.3	4.6	0.2	0.3	0.2	2.9	1.2	0	0	5060	17290	10600	211	307	9.3	319	9.7	-12	-0.4	97	98	42	8	74	875	942	-67	-2	68.8	91	84	7	0.2	32881	-73	-2.2	32917.5	13687	3916	4672	5099	28.6	34.1	37.3	2490	2430	60	470	360	60	330	1640	1030	90	410	
2010	Epe	32881	16211	16670	1553	1968	2036	1926	1611	7360	9927	4854	1646	4.7	6	6.2	5.9	4.9	22.4	30.2	14.8	5	74	39.6	34.4	12968	16001	1693	2219	27324	27.1	58.6	6.2	8.1	29218	3663	2085	1578	65	82	70	946	415	88.9	11.1	6.3	4.8	0.2	0.2	0.2	2.9	1.3	0	0	5020	17350	10510	211	314	9.6	285	8.7	29	0.9	97	91	35	12	50	891	973	-82	-2.5	65.6	114	68	46	1.4	32875	-6	-0.2	32878	13699	3937	4697	5065	28.7	34.3	37	2510	2450	60	470	400	60	370	1610	960	110	430	
2016	Epe	32282	15963	16319	1354	1664	1894	2002	1528	6467	9666	5761	1946	4.2	5.2	5.9	6.2	4.7	20	29.9	17.8	6	82.8	39.1	43.6	12722	15388	2047	2125	27370	28.5	56.2	7.5	7.8	28545	3737	2048	1689	68	79	85	878	579	88.4	11.6	6.3	5.2	0.2	0.2	0.3	2.7	1.8	0	910	7690	13290	10410	207	290	8.9	340	10.5	-50	-1.5	103	94	25	29	89	1352	1095	257	7.9	90.1	116	69	47	1.5	32537	255	7.9	32409.5	13714	4056	4812	4846	29.6	35.1	35.3	10220	2580	7650	680	550	60	460	1380	540	250	410	7640
2017	Epe	32537	16131	16406	1431	1622	1857	2010	1566	6405	9775	5900	1971	4.4	5	5.7	6.2	4.8	19.7	30	18.1	6.1	83.3	39	44.4	12858	15380	2145	2154	27627	28.8	55.7	7.8	7.8	28758	3779	2060	1719	66	78	81	862	632	88.4	11.6	6.3	5.3	0.2	0.2	0.2	2.6	1.9	0	900	7890	13310	10440	208																									13958	4246	4839	4873	30.4	34.7	34.9												
2018	Epe	32852																																																																																																			
2007	Ermelo	26305	12917	13388	1338	1595	1733	1965	1512	6285	7451	3325	1101	5.1	6.1	6.6	7.5	5.7	23.9	28.3	12.6	4.2	72.5	43.5	29	11404	12122	1362	1417	21639	31.1	56	6.3	6.5	23989	2316	1426	890	83	67	104	152	484	91.2	8.8	5.4	3.4	0.3	0.3	0.4	0.6	1.8	0	1030	11490	7700	6090	307	241	9.2	228	8.7	13	0.5	69	72	30	9	48	1077	1164	-87	-3.3	84.1	84	44	40	1.5	26270	-35	-1.3	26287.5	10637	3503	3299	3835	32.9	31	36.1	2060	2040	20	190	280	10	220	1620	840	30	680	
2008	Ermelo	26270	12901	13369	1309	1549	1734	1937	1526	6182	7481	3399	1153	5	5.9	6.6	7.4	5.8	23.5	28.5	12.9	4.4	73	43	30	11336	12147	1367	1420	21678	31.1	56	6.3	6.6	23892	2378	1470	908	87	71	108	156	486	90.9	9.1	5.6	3.5	0.3	0.3	0.4	0.6	1.9	0	1030	11570	8100	5570	307	228	8.7	268	10.2	-40	-1.5	81	86	18	12	71	1254	1212	42	1.6	96.3	102	82	20	0.8	26306	36	1.4	26288	10666	3502	3352	3812	32.8	31.4	35.7	2000	1980	20	180	250	10	200	1600	800	40	690	
2009	Ermelo	26306	12916	13390	1270	1514	1717	1919	1595	6049	7552	3480	1210	4.8	5.8	6.5	7.3	6.1	23	28.7	13.2	4.6	73.1	42.2	30.9	11354	12104	1396	1452	21805	31.4	55.5	6.4	6.7	23879	2427	1511	916	88	65	108	160	495	90.8	9.2	5.7	3.5	0.3	0.2	0.4	0.6	1.9	0	2130	10620	8250	5310	307	231	8.8	226	8.6	5	0.2	75	63	25	10	53	1091	1121	-30	-1.1	83.7	81	94	-13	-0.5	26264	-42	-1.6	26285	10662	3445	3435	3782	32.3	32.2	35.5	2080	2070	20	260	270	10	230	1570	740	60	710	
2010	Ermelo	26264	12919	13345	1217	1488	1687	1902	1557	5909	7591	3631	1282	4.6	5.7	6.4	7.2	5.9	22.5	28.9	13.8	4.9	74.4	41.8	32.6	11207	12082	1502	1473	21872	31.2	55.2	6.9	6.7	23799	2465	1516	949	95	67	109	158	520	90.6	9.4	5.8	3.6	0.4	0.3	0.4	0.6	2	0	2150	10650	8140	5320	307	244	9.3	249	9.5	-5	-0.2	90	62	34	12	51	1071	1233	-162	-6.2	79.9	140	101	39	1.5	26133	-131	-5	26198.5	10734	3539	3458	3737	33	32.2	34.8	2120	2110	10	270	300	10	250	1570	710	80	720	
2016	Ermelo	26507	13149	13358	1183	1327	1565	1882	1486	5551	7658	4378	1477	4.5	5	5.9	7.1	5.6	20.9	28.9	16.5	5.6	80.4	40.5	39.8	11293	12020	1757	1437	22432	32.2	53.6	7.8	6.4	23825	2682	1547	1135	124	67	124	163	657	89.9	10.1	5.8	4.3	0.5	0.3	0.5	0.6	2.5	0	2170	12300	8160	3880	310	227	8.6	263	9.9	-36	-1.4	80	72	27	9	75	1369	1252	117	4.4	93.4	87	84	3	0.1	26590	83	3.1	26548.5	10853	3509	3589	3755	32.3	33.1	34.6	8190	2370	5820	490	420	20	360	1510	440	200	750	5820
2017	Ermelo	26590	13178	13412	1185	1329	1567	1836	1464	5533	7675	4481	1520	4.5	5	5.9	6.9	5.5	20.8	28.9	16.9	5.7	81.2	40.3	40.9	11269	12047	1815	1459	22509	31.9	53.5	8.1	6.5	23854	2736	1558	1178	126	61	123	172	696	89.7	10.3	5.9	4.4	0.5	0.2	0.5	0.6	2.6	0	2170	12260	8270	3890	311																									10949	3581	3608	3760	32.7	33	34.3												
2018	Ermelo	26798																																																																																																			
2007	Esch																																																																																																				
2008	Esch																																																																																																				
2009	Esch																																																																																																				
2010	Esch																																																																																																				
2016	Esch																																																																																																				
2017	Esch																																																																																																				
2018	Esch																																																																																																				
2007	Etten-Leur	40591	20185	20406	2446	2468	2530	2444	2143	11821	11337	4289	1113	6	6.1	6.2	6	5.3	29.1	27.9	10.6	2.7	60.4	39.1	21.4	17456	18717	2501	1917	33147	30.2	56.5	7.5	5.8	33639	6952	3403	3549	731	236	278	831	1473	82.9	17.1	8.4	8.7	1.8	0.6	0.7	2	3.6	0	20850	11590	5640	2510	733	423	10.4	331	8.2	92	2.3	118	84	30	11	88	1683	1654	29	0.7	95.2	137	431	-294	-7.3	40435	-156	-3.8	40513	16933	4805	5545	6583	28.4	32.7	38.9	2930	2870	60	520	530	60	470	1880	1330	80	360	
